CustomerID,CustomerName,Age,Gender,Location,OrderID,OrderDate,Category,Sales
C02548,Neha,20,Female,Kolhapur,O12802,2023-02-12,Home,9187
C02948,Amit,57,Female,Pune,O12803,2023-06-22,Electronics,10577
C02814,Akash,44,Female,Pune,O12804,2023-02-23,Electronics,25876
C02584,Pooja,36,Male,Bangalore,O12805,2023-09-10,Fashion,16191
C00162,Pooja,26,Female,Mumbai,O12806,2023-10-26,Beauty,12600
C00594,Rahul,30,Female,Nashik,O12807,2023-07-15,Beauty,17524
C01939,Akash,19,Female,Pune,O12808,2023-10-20,Fashion,17046
C02207,Amit,53,Male,Hyderabad,O12809,2023-08-05,Beauty,4846
C00060,Priya,46,Male,Delhi,O12810,2023-06-18,Beauty,8204
C02963,Priya,28,Male,Mumbai,O12811,2023-08-10,Beauty,25719
C01902,Pooja,51,Female,Bangalore,O12812,2023-05-08,Fashion,21308
C02259,Vikram,21,Male,Pune,O12813,2023-12-15,Fashion,10857
C00406,Amit,21,Male,Hyderabad,O12814,2023-01-16,Home,4964
C00664,Amit,18,Male,Delhi,O12815,2023-02-06,Beauty,27871
C01133,Neha,42,Male,Delhi,O12816,2023-10-23,Beauty,9830
C01100,Kiran,43,Female,Nashik,O12817,2023-11-16,Fashion,20592
C00542,Rahul,28,Female,Kolhapur,O12818,2023-08-13,Home,12982
C01338,Neha,40,Female,Hyderabad,O12819,2023-04-24,Fashion,23633
C00998,Amit,19,Female,Mumbai,O12820,2023-01-22,Fashion,29895
C01141,Sneha,36,Female,Delhi,O12821,2023-10-26,Home,17021
C02975,Vikram,46,Female,Delhi,O12822,2023-03-03,Fashion,10375
C00868,Amit,57,Male,Delhi,O12823,2023-07-01,Electronics,7606
C02067,Rahul,21,Female,Kolhapur,O12824,2023-10-12,Home,24126
C00432,Amit,33,Female,Kolhapur,O12825,2023-01-16,Beauty,15874
C00740,Akash,54,Female,Chennai,O12826,2023-10-04,Beauty,16231
C01374,Akash,44,Female,Pune,O12827,2023-05-17,Home,4751
C00183,Rohan,22,Female,Pune,O12828,2023-10-10,Beauty,1558
C02161,Rahul,32,Male,Delhi,O12829,2023-05-07,Electronics,5114
C01207,Pooja,40,Male,Bangalore,O12830,2023-03-27,Beauty,21161
C02529,Kiran,20,Male,Kolhapur,O12831,2023-07-26,Home,27092
C01170,Pooja,35,Male,Chennai,O12832,2023-12-29,Fashion,8861
C00831,Kiran,43,Male,Delhi,O12833,2023-05-31,Home,11236
C01652,Kiran,23,Female,Mumbai,O12834,2023-02-20,Home,22297
C01137,Kiran,34,Male,Nashik,O12835,2023-08-19,Electronics,22726
C02811,Priya,55,Male,Nashik,O12836,2023-03-21,Beauty,20787
C00476,Kiran,59,Female,Chennai,O12837,2023-05-11,Home,7724
C02811,Amit,44,Male,Bangalore,O12838,2023-05-16,Beauty,26463
C01327,Sneha,37,Male,Kolhapur,O12839,2023-12-12,Fashion,16495
C00971,Rahul,23,Female,Mumbai,O12840,2023-06-19,Home,16565
C01020,Sneha,52,Female,Kolhapur,O12841,2023-06-12,Home,3551
C01142,Rohan,29,Female,Kolhapur,O12842,2023-07-18,Beauty,4166
C01837,Amit,20,Male,Hyderabad,O12843,2023-08-15,Electronics,3260
C00161,Kiran,21,Male,Hyderabad,O12844,2023-02-17,Electronics,20719
C02449,Priya,21,Male,Pune,O12845,2023-11-06,Beauty,28025
C00198,Neha,21,Female,Chennai,O12846,2023-09-10,Home,1860
C01284,Pooja,56,Male,Pune,O12847,2023-04-13,Fashion,27125
C00660,Akash,38,Male,Pune,O12848,2023-02-05,Electronics,9114
C01776,Rahul,19,Male,Kolhapur,O12849,2023-01-06,Electronics,20857
C01071,Sneha,33,Male,Chennai,O12850,2023-07-18,Fashion,3329
C02011,Amit,24,Female,Nashik,O12851,2023-01-12,Electronics,15309
C00399,Neha,36,Female,Hyderabad,O12852,2023-04-13,Beauty,645
C01734,Vikram,50,Female,Chennai,O12853,2023-07-06,Home,2873
C01583,Vikram,26,Female,Mumbai,O12854,2023-11-17,Electronics,29759
C02126,Akash,54,Male,Bangalore,O12855,2023-06-27,Fashion,729
C02172,Vikram,34,Female,Pune,O12856,2023-06-20,Beauty,27017
C00075,Pooja,44,Male,Nashik,O12857,2023-06-26,Beauty,10561
C02185,Rohan,50,Female,Hyderabad,O12858,2023-03-30,Beauty,5888
C00602,Vikram,29,Female,Pune,O12859,2023-07-23,Beauty,21564
C00837,Akash,28,Male,Nashik,O12860,2023-12-13,Home,24933
C01529,Rohan,30,Male,Kolhapur,O12861,2023-12-09,Beauty,19549
C00500,Pooja,48,Female,Delhi,O12862,2023-07-30,Beauty,15571
C01597,Akash,30,Male,Bangalore,O12863,2023-08-01,Beauty,20477
C00138,Vikram,55,Female,Mumbai,O12864,2023-01-21,Fashion,12558
C02098,Kiran,43,Male,Pune,O12865,2023-03-29,Fashion,3329
C01795,Rahul,48,Female,Delhi,O12866,2023-01-13,Fashion,20220
C00973,Vikram,39,Female,Delhi,O12867,2023-04-30,Fashion,24700
C01643,Akash,23,Female,Nashik,O12868,2023-06-27,Electronics,18125
C01886,Rahul,37,Female,Bangalore,O12869,2023-05-09,Beauty,5548
C02302,Rahul,38,Male,Hyderabad,O12870,2023-02-20,Electronics,3795
C02029,Rohan,27,Male,Hyderabad,O12871,2023-02-11,Electronics,10076
C02758,Pooja,36,Female,Pune,O12872,2023-11-14,Electronics,20246
C01901,Vikram,52,Female,Pune,O12873,2023-04-05,Home,16013
C02611,Neha,43,Female,Hyderabad,O12874,2023-08-30,Beauty,18272
C02805,Kiran,24,Male,Mumbai,O12875,2023-12-22,Beauty,25181
C01450,Pooja,54,Female,Mumbai,O12876,2023-03-02,Electronics,22636
C00547,Neha,25,Male,Delhi,O12877,2023-12-15,Fashion,12342
C00922,Neha,22,Male,Bangalore,O12878,2023-08-16,Home,18705
C00581,Sneha,53,Female,Mumbai,O12879,2023-10-04,Electronics,8976
C01373,Rohan,45,Male,Pune,O12880,2023-01-18,Electronics,1095
C01957,Priya,20,Female,Kolhapur,O12881,2023-09-01,Home,11575
C02004,Amit,56,Female,Nashik,O12882,2023-11-07,Electronics,13313
C02097,Amit,25,Male,Kolhapur,O12883,2023-11-20,Beauty,13664
C02965,Rohan,32,Male,Mumbai,O12884,2023-02-16,Fashion,9754
C00704,Rohan,44,Female,Bangalore,O12885,2023-11-06,Fashion,12040
C02309,Neha,53,Male,Pune,O12886,2023-01-18,Fashion,27962
C02404,Rohan,33,Male,Bangalore,O12887,2023-07-20,Fashion,7155
C01626,Neha,43,Male,Hyderabad,O12888,2023-09-10,Electronics,28153
C00638,Pooja,21,Female,Bangalore,O12889,2023-07-11,Fashion,13994
C02791,Priya,29,Female,Bangalore,O12890,2023-02-18,Electronics,25627
C01010,Sneha,34,Male,Bangalore,O12891,2023-04-04,Beauty,8377
C02979,Neha,58,Female,Pune,O12892,2023-08-25,Electronics,22668
C00641,Rohan,43,Female,Bangalore,O12893,2023-08-10,Electronics,28535
C02840,Rahul,48,Male,Bangalore,O12894,2023-06-16,Electronics,13551
C02660,Vikram,32,Male,Nashik,O12895,2023-09-11,Home,7384
C01862,Amit,51,Male,Kolhapur,O12896,2023-02-26,Home,15308
C02857,Priya,46,Female,Kolhapur,O12897,2023-01-06,Home,13253
C01206,Vikram,26,Female,Nashik,O12898,2023-08-26,Beauty,22933
C00686,Akash,31,Male,Chennai,O12899,2023-08-09,Fashion,11852
C01852,Rohan,53,Female,Chennai,O12900,2023-08-12,Electronics,20489
C00188,Neha,21,Female,Nashik,O12901,2023-03-19,Electronics,26411
C01620,Sneha,55,Female,Delhi,O12902,2023-01-20,Fashion,13089
C01688,Rahul,54,Male,Kolhapur,O12903,2023-11-02,Home,7787
C00985,Sneha,41,Female,Pune,O12904,2023-09-22,Beauty,17579
C00548,Vikram,34,Female,Chennai,O12905,2023-07-23,Electronics,15553
C02773,Rahul,30,Male,Bangalore,O12906,2023-05-22,Fashion,19928
C02974,Kiran,37,Female,Mumbai,O12907,2023-10-31,Home,29630
C01432,Amit,34,Female,Bangalore,O12908,2023-03-21,Beauty,18830
C00876,Rohan,44,Male,Mumbai,O12909,2023-07-29,Fashion,14951
C00618,Akash,50,Female,Kolhapur,O12910,2023-09-13,Fashion,19606
C02462,Vikram,38,Male,Nashik,O12911,2023-11-08,Electronics,15235
C01366,Neha,34,Female,Kolhapur,O12912,2023-02-09,Beauty,26599
C01244,Amit,39,Female,Nashik,O12913,2023-12-19,Beauty,10375
C00903,Akash,42,Male,Hyderabad,O12914,2023-07-21,Home,18690
C00163,Sneha,20,Male,Hyderabad,O12915,2023-03-27,Home,25025
C01975,Amit,44,Male,Nashik,O12916,2023-02-12,Electronics,8801
C00270,Akash,44,Female,Nashik,O12917,2023-08-24,Beauty,10939
C00632,Akash,29,Female,Pune,O12918,2023-03-11,Home,25867
C00906,Sneha,32,Male,Pune,O12919,2023-12-22,Beauty,25009
C02015,Akash,55,Male,Kolhapur,O12920,2023-05-11,Fashion,3139
C01642,Priya,37,Male,Nashik,O12921,2023-05-12,Fashion,26062
C00205,Rahul,39,Female,Hyderabad,O12922,2023-09-05,Fashion,15598
C00582,Priya,19,Female,Pune,O12923,2023-06-04,Beauty,14031
C01580,Sneha,21,Male,Nashik,O12924,2023-08-18,Electronics,4383
C00841,Pooja,30,Female,Mumbai,O12925,2023-03-30,Home,20609
C01837,Amit,49,Female,Mumbai,O12926,2023-08-17,Electronics,25148
C01252,Kiran,39,Female,Delhi,O12927,2023-01-27,Electronics,21857
C01720,Neha,42,Male,Kolhapur,O12928,2023-12-27,Electronics,19648
C01643,Neha,44,Female,Pune,O12929,2023-12-22,Electronics,11174
C02644,Vikram,34,Male,Pune,O12930,2023-08-26,Home,4489
C02298,Vikram,23,Male,Delhi,O12931,2023-06-24,Fashion,12497
C00875,Sneha,33,Male,Bangalore,O12932,2023-11-12,Fashion,1091
C01465,Vikram,25,Male,Mumbai,O12933,2023-10-19,Fashion,12902
C02244,Neha,50,Male,Bangalore,O12934,2023-03-02,Beauty,8716
C00690,Priya,27,Male,Chennai,O12935,2023-06-19,Beauty,23204
C02011,Kiran,51,Female,Delhi,O12936,2023-09-20,Home,5898
C02687,Neha,36,Male,Chennai,O12937,2023-11-02,Home,11032
C01423,Priya,31,Female,Nashik,O12938,2023-04-26,Home,5839
C02002,Pooja,20,Female,Kolhapur,O12939,2023-06-24,Fashion,26102
C00672,Sneha,58,Female,Chennai,O12940,2023-08-09,Home,4399
C01172,Rohan,40,Female,Kolhapur,O12941,2023-05-08,Fashion,29486
C01496,Pooja,57,Male,Pune,O12942,2023-01-05,Fashion,10122
C00944,Pooja,28,Female,Bangalore,O12943,2023-11-22,Electronics,10260
C02247,Neha,23,Male,Pune,O12944,2023-07-05,Beauty,7337
C01450,Sneha,51,Male,Nashik,O12945,2023-06-21,Beauty,15386
C02540,Rahul,18,Female,Kolhapur,O12946,2023-07-18,Home,24204
C00896,Akash,52,Male,Kolhapur,O12947,2023-08-19,Electronics,9804
C02190,Pooja,42,Female,Delhi,O12948,2023-10-15,Home,12890
C01337,Vikram,46,Male,Hyderabad,O12949,2023-12-01,Home,18760
C00165,Priya,40,Male,Pune,O12950,2023-04-25,Beauty,24554
C02362,Rahul,35,Male,Chennai,O12951,2023-11-29,Electronics,14510
C02069,Sneha,31,Female,Nashik,O12952,2023-11-26,Home,17042
C01106,Rohan,34,Female,Chennai,O12953,2023-11-09,Home,27684
C01754,Kiran,19,Male,Bangalore,O12954,2023-01-11,Home,1233
C02353,Rahul,48,Male,Bangalore,O12955,2023-04-14,Fashion,21338
C01939,Rohan,36,Female,Delhi,O12956,2023-06-24,Beauty,2528
C00371,Neha,49,Male,Bangalore,O12957,2023-04-30,Fashion,23727
C01881,Amit,45,Female,Mumbai,O12958,2023-08-25,Home,17648
C00853,Akash,58,Female,Pune,O12959,2023-08-24,Electronics,15712
C00384,Neha,25,Female,Nashik,O12960,2023-11-01,Fashion,27613
C01932,Sneha,59,Female,Nashik,O12961,2023-02-07,Fashion,691
C02493,Amit,58,Male,Chennai,O12962,2023-09-29,Home,25319
C00425,Rohan,57,Female,Mumbai,O12963,2023-12-10,Fashion,7637
C02209,Amit,56,Female,Delhi,O12964,2023-09-08,Electronics,26009
C00629,Kiran,39,Female,Chennai,O12965,2023-11-30,Electronics,29754
C00895,Vikram,41,Female,Mumbai,O12966,2023-01-27,Beauty,29006
C02538,Vikram,55,Male,Nashik,O12967,2023-11-26,Beauty,17984
C02375,Neha,19,Female,Mumbai,O12968,2023-05-03,Electronics,25808
C00598,Neha,58,Male,Nashik,O12969,2023-06-05,Electronics,16714
C02337,Sneha,58,Female,Chennai,O12970,2023-08-05,Fashion,20936
C00593,Sneha,36,Female,Pune,O12971,2023-07-13,Beauty,9472
C01688,Priya,58,Male,Pune,O12972,2023-10-28,Fashion,17677
C00573,Kiran,19,Female,Hyderabad,O12973,2023-06-10,Electronics,21982
C02076,Sneha,45,Male,Kolhapur,O12974,2023-05-08,Beauty,28029
C02091,Pooja,49,Female,Mumbai,O12975,2023-11-12,Fashion,11472
C01705,Kiran,36,Male,Pune,O12976,2023-06-27,Beauty,8782
C02471,Priya,33,Male,Nashik,O12977,2023-05-06,Home,7211
C00177,Vikram,47,Male,Kolhapur,O12978,2023-06-23,Home,27511
C00529,Rahul,39,Male,Mumbai,O12979,2023-02-04,Home,2141
C01634,Priya,31,Male,Mumbai,O12980,2023-08-27,Home,3858
C00966,Priya,18,Female,Delhi,O12981,2023-02-10,Home,4356
C01518,Neha,19,Male,Delhi,O12982,2023-07-05,Beauty,28143
C00198,Akash,39,Male,Chennai,O12983,2023-07-02,Electronics,9127
C02658,Amit,50,Female,Mumbai,O12984,2023-09-18,Fashion,26904
C02890,Vikram,32,Male,Delhi,O12985,2023-02-03,Electronics,2416
C00853,Rohan,58,Female,Nashik,O12986,2023-07-06,Electronics,15751
C01538,Rohan,39,Female,Kolhapur,O12987,2023-11-03,Electronics,16930
C02070,Sneha,57,Male,Chennai,O12988,2023-05-17,Fashion,25066
C01081,Vikram,56,Male,Pune,O12989,2023-07-21,Home,2854
C02890,Pooja,58,Male,Mumbai,O12990,2023-05-23,Beauty,16997
C00098,Sneha,58,Male,Delhi,O12991,2023-04-19,Beauty,1581
C01904,Sneha,28,Male,Pune,O12992,2023-06-06,Electronics,21023
C00435,Priya,21,Male,Mumbai,O12993,2023-09-12,Beauty,11994
C00637,Vikram,24,Female,Chennai,O12994,2023-06-30,Fashion,14590
C00588,Amit,38,Female,Mumbai,O12995,2023-12-07,Electronics,24034
C00344,Sneha,24,Female,Delhi,O12996,2023-08-07,Fashion,13823
C01318,Akash,21,Female,Pune,O12997,2023-01-28,Electronics,25469
C01980,Kiran,29,Male,Mumbai,O12998,2023-05-31,Home,15552
C00571,Pooja,44,Male,Mumbai,O12999,2023-12-25,Beauty,2089
C00611,Pooja,34,Female,Nashik,O13000,2023-04-10,Beauty,24597
C01728,Sneha,37,Male,Chennai,O13001,2023-01-03,Fashion,5355
C02291,Akash,48,Male,Hyderabad,O13002,2023-02-02,Beauty,10129
C01855,Kiran,43,Female,Mumbai,O13003,2023-07-18,Electronics,6530
C02609,Rahul,48,Female,Hyderabad,O13004,2023-03-10,Home,2025
C00960,Neha,52,Female,Hyderabad,O13005,2023-03-31,Beauty,14459
C02080,Neha,26,Female,Pune,O13006,2023-01-17,Home,29401
C02439,Neha,22,Male,Bangalore,O13007,2023-12-03,Fashion,13143
C02325,Priya,25,Female,Chennai,O13008,2023-11-19,Home,23451
C00532,Pooja,38,Male,Hyderabad,O13009,2023-11-19,Beauty,5095
C01178,Rohan,33,Female,Pune,O13010,2023-02-03,Beauty,24329
C02431,Rohan,33,Female,Chennai,O13011,2023-09-21,Fashion,6099
C01092,Priya,35,Female,Nashik,O13012,2023-10-28,Fashion,29191
C01902,Sneha,45,Male,Delhi,O13013,2023-03-01,Home,21194
C00884,Vikram,35,Male,Hyderabad,O13014,2023-07-03,Home,9435
C02262,Vikram,31,Male,Bangalore,O13015,2023-11-22,Fashion,11233
C01679,Neha,54,Male,Delhi,O13016,2023-12-23,Beauty,2665
C02424,Vikram,57,Female,Chennai,O13017,2023-12-31,Home,23588
C02792,Sneha,33,Female,Hyderabad,O13018,2023-07-18,Fashion,10346
C02261,Rahul,38,Female,Kolhapur,O13019,2023-08-29,Home,12199
C02127,Priya,18,Female,Nashik,O13020,2023-08-20,Fashion,22453
C01750,Rahul,28,Male,Hyderabad,O13021,2023-07-30,Beauty,6278
C02676,Pooja,28,Female,Bangalore,O13022,2023-02-21,Home,12493
C02652,Vikram,19,Female,Mumbai,O13023,2023-04-29,Home,20695
C00782,Kiran,49,Female,Bangalore,O13024,2023-11-26,Electronics,20353
C02728,Neha,36,Male,Nashik,O13025,2023-08-03,Electronics,17146
C02106,Priya,22,Male,Pune,O13026,2023-11-18,Beauty,14764
C00881,Neha,20,Male,Pune,O13027,2023-05-29,Fashion,4931
C00447,Vikram,45,Female,Nashik,O13028,2023-06-25,Electronics,29693
C02114,Amit,43,Male,Nashik,O13029,2023-09-26,Electronics,15710
C01784,Vikram,40,Male,Nashik,O13030,2023-11-16,Beauty,28809
C01278,Priya,47,Female,Bangalore,O13031,2023-01-05,Fashion,20685
C01992,Rohan,25,Male,Bangalore,O13032,2023-04-26,Beauty,9708
C01068,Priya,53,Female,Kolhapur,O13033,2023-07-22,Home,15039
C01578,Akash,46,Female,Kolhapur,O13034,2023-02-06,Home,17867
C01012,Kiran,30,Male,Bangalore,O13035,2023-02-23,Fashion,8171
C02275,Vikram,42,Female,Kolhapur,O13036,2023-10-15,Electronics,18443
C00774,Akash,39,Female,Bangalore,O13037,2023-10-11,Beauty,3202
C02727,Rohan,50,Female,Nashik,O13038,2023-03-27,Beauty,15691
C01815,Sneha,54,Female,Bangalore,O13039,2023-02-14,Home,10955
C02649,Sneha,24,Male,Hyderabad,O13040,2023-10-11,Beauty,29405
C02427,Kiran,40,Female,Kolhapur,O13041,2023-11-17,Electronics,16781
C01202,Pooja,23,Male,Chennai,O13042,2023-03-11,Fashion,6186
C01451,Kiran,32,Female,Chennai,O13043,2023-02-11,Beauty,24405
C02757,Kiran,32,Female,Delhi,O13044,2023-09-29,Electronics,4997
C00307,Kiran,57,Female,Pune,O13045,2023-05-21,Fashion,6302
C00779,Kiran,51,Female,Pune,O13046,2023-02-28,Beauty,23512
C02552,Kiran,31,Female,Chennai,O13047,2023-08-28,Beauty,25465
C02316,Rahul,46,Female,Nashik,O13048,2023-02-16,Fashion,4768
C00008,Rohan,33,Female,Nashik,O13049,2023-06-16,Beauty,15628
C02556,Priya,46,Male,Kolhapur,O13050,2023-04-20,Beauty,4548
C00476,Vikram,40,Male,Chennai,O13051,2023-05-06,Beauty,1006
C01321,Akash,27,Male,Kolhapur,O13052,2023-10-26,Home,6787
C02212,Kiran,21,Female,Delhi,O13053,2023-04-19,Fashion,12714
C00485,Pooja,29,Male,Kolhapur,O13054,2023-06-14,Home,746
C02615,Neha,59,Female,Bangalore,O13055,2023-09-16,Fashion,28587
C00905,Vikram,51,Male,Chennai,O13056,2023-03-17,Home,7184
C00559,Neha,21,Male,Nashik,O13057,2023-01-07,Beauty,15155
C01968,Akash,37,Female,Chennai,O13058,2023-07-05,Electronics,8052
C02286,Akash,45,Female,Kolhapur,O13059,2023-10-03,Fashion,28783
C01128,Vikram,45,Female,Delhi,O13060,2023-03-20,Electronics,29856
C01234,Pooja,23,Female,Bangalore,O13061,2023-03-06,Fashion,15069
C02602,Rahul,31,Female,Kolhapur,O13062,2023-04-25,Fashion,28512
C02876,Sneha,52,Male,Pune,O13063,2023-07-21,Beauty,12301
C00468,Akash,18,Female,Nashik,O13064,2023-05-22,Fashion,28744
C02434,Pooja,36,Female,Nashik,O13065,2023-04-08,Beauty,13349
C02823,Akash,18,Female,Chennai,O13066,2023-11-01,Beauty,27621
C00848,Amit,30,Male,Mumbai,O13067,2023-08-05,Beauty,19598
C02435,Sneha,25,Female,Pune,O13068,2023-03-15,Home,23639
C02925,Akash,35,Male,Pune,O13069,2023-10-20,Home,10134
C00259,Pooja,52,Male,Mumbai,O13070,2023-05-14,Beauty,3139
C00283,Akash,40,Male,Delhi,O13071,2023-09-19,Electronics,23568
C01650,Neha,43,Male,Hyderabad,O13072,2023-10-11,Electronics,4657
C01899,Vikram,58,Female,Bangalore,O13073,2023-04-12,Fashion,13882
C00040,Vikram,55,Female,Bangalore,O13074,2023-07-25,Electronics,2418
C02534,Akash,37,Female,Pune,O13075,2023-05-21,Fashion,22805
C02977,Pooja,19,Female,Kolhapur,O13076,2023-01-13,Fashion,1443
C02268,Neha,43,Male,Mumbai,O13077,2023-09-06,Fashion,25192
C01015,Rahul,53,Male,Kolhapur,O13078,2023-05-03,Home,19441
C00613,Rahul,42,Female,Nashik,O13079,2023-01-10,Beauty,26299
C02976,Neha,47,Female,Pune,O13080,2023-03-21,Electronics,23582
C01916,Priya,35,Female,Pune,O13081,2023-06-16,Beauty,1488
C00688,Pooja,24,Male,Nashik,O13082,2023-04-09,Beauty,8436
C00613,Rahul,44,Male,Nashik,O13083,2023-07-26,Home,7193
C02308,Priya,28,Male,Chennai,O13084,2023-05-31,Fashion,25039
C02414,Pooja,54,Female,Delhi,O13085,2023-02-06,Beauty,27898
C01782,Neha,25,Male,Kolhapur,O13086,2023-09-21,Fashion,15172
C01811,Kiran,28,Male,Kolhapur,O13087,2023-12-08,Home,4779
C02592,Priya,41,Male,Kolhapur,O13088,2023-01-05,Beauty,20451
C02697,Priya,47,Female,Bangalore,O13089,2023-08-14,Electronics,24044
C01548,Akash,47,Male,Hyderabad,O13090,2023-01-27,Beauty,15115
C01931,Rohan,32,Female,Mumbai,O13091,2023-05-04,Home,10428
C02862,Rohan,52,Female,Hyderabad,O13092,2023-10-26,Home,3613
C01153,Pooja,56,Female,Mumbai,O13093,2023-02-04,Beauty,27062
C00575,Akash,41,Male,Bangalore,O13094,2023-08-25,Electronics,10015
C01911,Vikram,25,Female,Kolhapur,O13095,2023-11-07,Fashion,25591
C01013,Sneha,59,Male,Delhi,O13096,2023-11-13,Beauty,28115
C00670,Kiran,37,Male,Hyderabad,O13097,2023-10-30,Beauty,12127
C00269,Sneha,58,Female,Mumbai,O13098,2023-04-12,Electronics,14825
C01284,Priya,43,Female,Pune,O13099,2023-03-18,Electronics,4714
C00924,Amit,41,Female,Nashik,O13100,2023-11-08,Home,3648
C01126,Rahul,39,Male,Bangalore,O13101,2023-03-23,Fashion,21771
C01530,Rahul,22,Female,Delhi,O13102,2023-05-26,Fashion,3386
C01759,Akash,32,Male,Nashik,O13103,2023-07-12,Beauty,12678
C01595,Rohan,53,Female,Chennai,O13104,2023-08-12,Fashion,24174
C00247,Amit,54,Male,Pune,O13105,2023-02-22,Home,2981
C01561,Akash,46,Female,Delhi,O13106,2023-12-11,Home,18894
C02179,Priya,32,Female,Mumbai,O13107,2023-03-26,Electronics,1925
C02401,Amit,44,Male,Kolhapur,O13108,2023-05-09,Electronics,24401
C02244,Rahul,25,Female,Pune,O13109,2023-07-30,Home,1167
C01940,Pooja,46,Female,Chennai,O13110,2023-12-18,Electronics,6032
C00930,Priya,36,Female,Kolhapur,O13111,2023-09-21,Home,23356
C02693,Akash,48,Female,Chennai,O13112,2023-07-02,Electronics,16986
C00227,Vikram,26,Male,Delhi,O13113,2023-09-29,Beauty,22344
C02749,Neha,27,Male,Bangalore,O13114,2023-08-15,Fashion,4185
C00265,Priya,54,Male,Hyderabad,O13115,2023-11-18,Home,22048
C01396,Priya,27,Male,Chennai,O13116,2023-01-12,Electronics,23372
C01458,Vikram,50,Male,Chennai,O13117,2023-04-03,Home,548
C00646,Kiran,42,Female,Nashik,O13118,2023-11-26,Beauty,29290
C02259,Pooja,21,Male,Hyderabad,O13119,2023-07-09,Home,5447
C01419,Vikram,22,Female,Pune,O13120,2023-03-27,Electronics,26501
C01474,Sneha,40,Male,Bangalore,O13121,2023-12-20,Electronics,25543
C02991,Sneha,56,Female,Bangalore,O13122,2023-10-04,Home,16667
C01388,Priya,22,Male,Nashik,O13123,2023-10-20,Home,25122
C01900,Kiran,25,Female,Delhi,O13124,2023-09-18,Electronics,12788
C02505,Rahul,34,Male,Pune,O13125,2023-07-17,Beauty,12948
C02773,Kiran,18,Female,Nashik,O13126,2023-11-19,Beauty,5219
C01250,Sneha,29,Female,Bangalore,O13127,2023-01-10,Beauty,29194
C00982,Kiran,52,Female,Delhi,O13128,2023-03-29,Fashion,20711
C01155,Kiran,31,Female,Bangalore,O13129,2023-12-06,Fashion,18177
C00588,Pooja,35,Female,Pune,O13130,2023-11-14,Fashion,15311
C00476,Priya,27,Male,Bangalore,O13131,2023-02-06,Home,22984
C01822,Pooja,32,Female,Nashik,O13132,2023-08-11,Fashion,7408
C00986,Rahul,59,Female,Bangalore,O13133,2023-06-24,Home,10655
C02204,Rahul,50,Female,Bangalore,O13134,2023-07-28,Beauty,18200
C01242,Sneha,36,Male,Hyderabad,O13135,2023-02-18,Electronics,24634
C00190,Akash,51,Female,Mumbai,O13136,2023-01-24,Fashion,14399
C01441,Vikram,42,Female,Pune,O13137,2023-12-04,Electronics,998
C00981,Rohan,33,Male,Kolhapur,O13138,2023-04-16,Fashion,26776
C01699,Priya,25,Male,Kolhapur,O13139,2023-11-07,Fashion,17370
C01716,Akash,52,Female,Kolhapur,O13140,2023-09-20,Electronics,8079
C02594,Priya,38,Female,Hyderabad,O13141,2023-07-25,Beauty,21358
C00041,Vikram,36,Male,Kolhapur,O13142,2023-06-18,Beauty,25850
C02355,Vikram,28,Female,Mumbai,O13143,2023-06-07,Beauty,6240
C00943,Amit,28,Female,Chennai,O13144,2023-08-29,Electronics,1388
C00338,Pooja,28,Female,Bangalore,O13145,2023-05-03,Home,21671
C01338,Sneha,39,Male,Bangalore,O13146,2023-01-20,Electronics,12420
C01099,Amit,38,Female,Nashik,O13147,2023-02-25,Home,28849
C02327,Rahul,44,Female,Hyderabad,O13148,2023-10-07,Beauty,24216
C00896,Rohan,35,Male,Delhi,O13149,2023-04-18,Home,20993
C02321,Sneha,59,Male,Pune,O13150,2023-05-20,Beauty,10983
C02885,Rahul,57,Male,Mumbai,O13151,2023-04-01,Beauty,28582
C02668,Kiran,55,Female,Kolhapur,O13152,2023-09-28,Beauty,8236
C01675,Pooja,47,Female,Bangalore,O13153,2023-11-25,Beauty,24055
C02910,Pooja,50,Male,Kolhapur,O13154,2023-07-29,Electronics,27337
C00931,Pooja,38,Female,Kolhapur,O13155,2023-06-25,Fashion,27172
C00289,Amit,19,Male,Pune,O13156,2023-03-02,Fashion,1604
C00724,Neha,30,Female,Bangalore,O13157,2023-10-11,Fashion,25953
C02941,Akash,19,Female,Bangalore,O13158,2023-01-03,Electronics,17064
C02320,Vikram,48,Female,Bangalore,O13159,2023-09-29,Beauty,5267
C01954,Rohan,27,Female,Nashik,O13160,2023-06-13,Beauty,17753
C01090,Vikram,40,Female,Pune,O13161,2023-01-09,Beauty,12140
C00483,Neha,39,Female,Hyderabad,O13162,2023-01-12,Fashion,8908
C00936,Kiran,46,Male,Pune,O13163,2023-03-15,Beauty,22269
C02296,Kiran,50,Female,Pune,O13164,2023-08-26,Home,3310
C00156,Kiran,48,Male,Chennai,O13165,2023-10-27,Electronics,25700
C01071,Sneha,31,Female,Kolhapur,O13166,2023-04-18,Beauty,23217
C01959,Rahul,27,Male,Delhi,O13167,2023-01-13,Beauty,14837
C02502,Rahul,35,Male,Nashik,O13168,2023-08-22,Beauty,14386
C02249,Kiran,28,Female,Delhi,O13169,2023-09-02,Home,16334
C01684,Rohan,56,Female,Nashik,O13170,2023-11-17,Beauty,13247
C00124,Amit,20,Female,Hyderabad,O13171,2023-04-02,Fashion,17515
